"Company ID","Place ID","Name","City","State","Zip","Street address","Highway","GMB","Lat","Lng","Group","Service","Tags","Owner name","Owner phone","Owner email","Owner details","Phone","Fax","Email","Website","About us","Diesel","Def","Price range","Supported languages","Payment methods","Restaurants","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Note"
"98804","213477","McClure Oil","Lebanon","Indiana","46052","530 Friend Way #9570","","https://www.google.com/maps/place/McClure+Oil/@40.048266,-86.4917296,17z/data=!3m1!4b1!4m5!3m4!1s0x88134ed711ad622b:0xf12d457d33d45dbe!8m2!3d40.0482724!4d-86.4916027?hl=en","40.048272","-86.491603","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:50","","","","","17654820005","","","http://mcclureoilcorp.com","Drive-through
In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
NFC mobile payments
SNAP/EBT","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98803","213476","McClure Oil","Crawfordsville","Indiana","47933","1900 Smith Ave #1078","","https://www.google.com/maps/place/McClure+Oil/@40.076585,-86.9011578,17z/data=!3m1!4b1!4m5!3m4!1s0x881328276d1ca28b:0xeee2c32e3c530b1c!8m2!3d40.076585!4d-86.9011578?hl=en","40.076585","-86.901158","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:65","","","","","17653628399","","","http://mcclureoilcorp.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
NFC mobile payments
SNAP/EBT","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98802","213475","Getgo","Whitestown","Indiana","46075","4461 Albert S. White Dr","","https://www.google.com/maps/place/Getgo/@39.981763,-86.384959,17z/data=!3m1!4b1!4m5!3m4!1s0x8813524933dce71d:0x4e36c7db22a18aad!8m2!3d39.981763!4d-86.384959?hl=en","39.981763","-86.384959","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","13177692671","","","http://getgocafe.com","","5.46","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98801","213474","Falcon Mart","Cayuga","Indiana","47928","999 IN-234","","https://www.google.com/maps/place/Falcon+Mart/@39.9515568,-87.4533975,17z/data=!3m1!4b1!4m5!3m4!1s0x886d53531cedd99d:0x6ae00564923ff3a2!8m2!3d39.9515864!4d-87.4533959?hl=en","39.951586","-87.453396","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:35","","","","","17654923345","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit","5.5","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/McClure+Oil+-+Charley+Biggs'+Chicken+N'+Sauce/@39.9514132,-87.4533656,19.5z/data=!4m5!3m4!1s0x886d53531b66863d:0xfa6d5bf10ac0ae42!8m2!3d39.9515039!4d-87.4532621?hl=en"
"98800","213473","One9 #339","Covington","Indiana","47932","16502 IN-63","I-74, Exit 4","https://www.google.com/maps/place/One9+Fuel+Stop+(One9+Fuel+Network)/@40.1229802,-87.4506712,17z/data=!3m1!4b1!4m5!3m4!1s0x8812a5fa0640c1a9:0x816f88d5d0bd3ec2!8m2!3d40.1229802!4d-87.4506712?hl=en","40.12298","-87.450671","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:50,Showers:6,ATM,Food & restaurant","","","","","17657937307","17657932155","","https://locations.pilotflyingj.com/us/in/covington/16502-north-state-road-63","Drive-through
In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
Debit cards
NFC mobile payments","5.299","3.999","","","","Arbys,Dunkin Donuts","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98797","213470","Marathon Gas Station","Lafayette","Indiana","47905","2888 IN-25","","https://www.google.com/maps/place/Marathon+Gas+Station/@40.4578708,-86.8458385,17z/data=!3m1!4b1!4m5!3m4!1s0x88130374921be931:0x322684bc74264a49!8m2!3d40.4578708!4d-86.8458385?hl=en","40.457871","-86.845839","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:15","","","","","17654294747","","","","","5.8","","","","","","06:00 AM - 10:00 PM","","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM",""
"98796","213469","Hub Plaza","Boswell","Indiana","47921","207 N Old US Hwy 41","","https://www.google.com/maps/place/Hub+Plaza/@40.5202693,-87.3778584,17z/data=!3m1!4b1!4m5!3m4!1s0x88128f5469c5f64b:0x91e4bd259061818e!8m2!3d40.5202693!4d-87.3778584?hl=en","40.520269","-87.377858","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:15","","","","","17658694837","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Free Wi-Fi
Quick visit","5.3","","","","","","07:00 AM - 10:00 PM","","05:30 AM - 10:00 PM","05:30 AM - 10:00 PM","05:30 AM - 10:00 PM","05:30 AM - 10:00 PM","05:30 AM - 10:00 PM","https://www.google.com/maps/place/Marathon+Gas/@40.520317,-87.3775958,20z/data=!4m5!3m4!1s0x0:0xa5f0839101a3bbe5!8m2!3d40.5202727!4d-87.3779059?hl=en"
"98794","213467","Good To Go","Fowler","Indiana","47944","1298 E 9th St","","https://www.google.com/maps/place/Good+To+Go/@40.6179248,-87.323834,17z/data=!3m1!4b1!4m5!3m4!1s0x8812633b5c632541:0x1333ee9710e43ab7!8m2!3d40.6179275!4d-87.324012?hl=en","40.617928","-87.324012","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:24","","","","","17658840955","","","http://goodoilcompany.com","","5.3","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/Amoco/@40.6179325,-87.3240514,20z/data=!4m5!3m4!1s0x0:0x8bcdf32919dcc83e!8m2!3d40.6178969!4d-87.3238483?hl=en"
"98793","213466","Exxon","Ridgeway","South Carolina","29130","6135 SC-34","","https://www.google.com/maps/place/Exxon/@34.3077211,-81.0039479,17z/data=!3m1!4b1!4m5!3m4!1s0x88561b212b2df257:0x90e37dd1da19abdf!8m2!3d34.3077211!4d-81.0039479?hl=en","34.307721","-81.003948","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:15","","","","","18033378500","","","http://exxon.com","","5","","","","","","06:00 AM - 11:00 PM","","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM",""
"98792","213465","Porter's Grocery","Sumter","South Carolina","29153","3815 Myrtle Beach Hwy","","https://www.google.com/maps/place/Porter's+Grocery/@33.8985567,-80.2162486,17z/data=!3m1!4b1!4m5!3m4!1s0x88ff70e226b89507:0x93021c674245a3af!8m2!3d33.8985567!4d-80.2162486?hl=en","33.898557","-80.216249","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:20","","","","","18034953800","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
SNAP/EBT","5.1","","","","","","08:00 AM - 09:00 PM","05:00 AM - 09:00 PM","05:00 AM - 09:00 PM","05:00 AM - 09:00 PM","05:00 AM - 09:00 PM","05:00 AM - 09:00 PM","05:00 AM - 09:00 PM","https://www.google.com/maps/place/Porters/@33.8986843,-80.2163193,20z/data=!4m5!3m4!1s0x0:0x42fb9158a6c957c5!8m2!3d33.8986519!4d-80.2158706?hl=en"
"98791","213464","On The Go","Spartanburg","South Carolina","29307","398 Gossett Rd","","https://www.google.com/maps/place/On+The+Go/@35.0156954,-81.8723266,17z/data=!3m1!4b1!4m5!3m4!1s0x885774b16f526629:0xa561d4701b2ccf0c!8m2!3d35.0156954!4d-81.8723266?hl=en","35.015695","-81.872327","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","18642850353","","","","","4.84","","","","","","08:00 AM - 08:00 PM","","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","08:00 AM - 10:00 PM",""
"98790","213463","One9 #1331","Cowpens","South Carolina","29330","175 Truck Stop Rd","","https://www.google.com/maps/place/One9+Fuel+Network/@35.0465473,-81.8119671,21z/data=!4m5!3m4!1s0x88570c67dcbcc557:0x8798bf5a56be129f!8m2!3d35.046559!4d-81.8121278?hl=en","35.046863","-81.812328","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:95,Food & restaurant","","","","","18644636464","","","https://locations.pilotflyingj.com/us/sc/cowpens/175-truck-stop-rd","","4.639","3.999","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98789","213462","Western Union","1577 Eastland Ave","","","George's Truck Stop","","https://www.google.com/maps/place/Western+Union/@33.7049138,-79.8107604,17z/data=!3m1!4b1!4m5!3m4!1s0x88ffbe6bcd8b501b:0xd9fb65305437f429!8m2!3d33.7049138!4d-79.8107604?hl=en","33.704914","-79.81076","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","18433823111","","","http://westernunion.com","","","","","","","","05:30 AM - 09:00 PM","","05:30 AM - 09:00 PM","05:30 AM - 09:00 PM","05:30 AM - 09:00 PM","05:30 AM - 09:00 PM","05:30 AM - 09:00 PM",""
"98788","213461","HOT SPOT","Chesnee","South Carolina","29323","107 Hampton St","","https://www.google.com/maps/place/HOT+SPOT/@35.1514757,-81.8597859,17z/data=!3m1!4b1!4m5!3m4!1s0x885712d196984263:0x6ef1e19e6be9d9c4!8m2!3d35.151504!4d-81.8598022?hl=en","35.151504","-81.859802","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","18644614147","","","http://hotspotcstore.com","Delivery
In-store shopping
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
NFC mobile payments
SNAP/EBT","4.76","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98786","213459","Exxon","Richburg","South Carolina","29729","3727 Great Falls Hwy","","https://www.google.com/maps/place/Exxon/@34.6103745,-81.0159607,17z/data=!3m1!4b1!4m5!3m4!1s0x88566ddb1216df7b:0xf13990b5155084fb!8m2!3d34.6103752!4d-81.0159961?hl=en","34.610375","-81.015996","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:10","","","","","18033866023","","","http://exxon.com","","4.9","","","","","","09:00 AM - 07:00 PM","","07:00 AM - 07:00 PM","07:00 AM - 07:00 PM","07:00 AM - 07:00 PM","07:00 AM - 07:00 PM","07:00 AM - 07:00 PM",""
"98785","213458","Circle K","Gaffney","South Carolina","29340","401 Shelby Hwy","","https://www.google.com/maps/place/Circle+K/@35.1081944,-81.6057221,17z/data=!3m1!4b1!4m5!3m4!1s0x88571b57b13873dd:0xe273baaebab9e24c!8m2!3d35.1081944!4d-81.6057221?hl=en","35.108194","-81.605722","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:16","","","","","18644875641","","","http://circlek.com","In-store pickup
In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
NFC mobile payments
SNAP/EBT","4.66","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98784","213457","Petro Max of Gaffney","Gaffney","South Carolina","29341","608 Hampshire Dr","","https://www.google.com/maps/place/Petro+Max+of+Gaffney/@35.101973,-81.634022,17z/data=!3m1!4b1!4m5!3m4!1s0x88571b32abdd2245:0xfbd300020b91f757!8m2!3d35.101973!4d-81.634022?hl=en","35.101973","-81.634022","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:25","","","","","18644809332","","","http://petro-max-of-gaffney.edan.io","","4.63","","","","","","07:00 PM - 08:00 PM","","11:00 AM - 08:00 PM","11:00 AM - 08:00 PM","10:00 AM - 07:00 PM","11:00 AM - 08:00 PM","11:00 AM - 08:00 PM",""
"98783","213456","Shell","Bishopville","South Carolina","29010","1071 Sumter Hwy","","https://www.google.com/maps/place/Shell/@34.1978742,-80.2765253,17z/data=!3m1!4b1!4m5!3m4!1s0x885588a164c4cd97:0x87f262dca3903d66!8m2!3d34.1978742!4d-80.2765253?hl=en","34.197874","-80.276525","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:25","","","","","18034285611","","","http://find.shell.com","","4.6","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98782","213455","Crenco Food Stores","Richburg","South Carolina","29729","3028 Lancaster Hwy","","https://www.google.com/maps/place/Crenco+Food+Stores/@34.7471885,-81.0426449,17z/data=!3m1!4b1!4m5!3m4!1s0x885665b1e27a3307:0xc9a37561ea667ba8!8m2!3d34.7472374!4d-81.0426213?hl=en","34.747237","-81.042621","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:80","","","","","18037895801","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
SNAP/EBT","4.7","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/Exxon/@34.7471885,-81.0427817,21z/data=!4m5!3m4!1s0x0:0x4fe14cc6b9bb23cf!8m2!3d34.7472228!4d-81.0425721?hl=en"
"98781","213454","Florence Travel Plaza","Timmonsville","South Carolina","29161","2215 Cale Yarborough Hwy","","https://www.google.com/maps/place/Florence+Travel+Plaza/@34.0648586,-79.951053,17z/data=!3m1!4b1!4m5!3m4!1s0x88ff87a56f321f4b:0x5f6240d4669ae45b!8m2!3d34.0648586!4d-79.951053?hl=en","34.064859","-79.951053","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:20","","","","","18433464917","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit","5.38","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/Exxon/@34.0646602,-79.9509307,20z/data=!4m5!3m4!1s0x0:0x7c88b5e72b317f41!8m2!3d34.0650355!4d-79.9510845?hl=en"
"98780","213453","sunshine shoes medical supplies retail","Coward","South Carolina","29530","3506 US-52","","https://www.google.com/maps/place/sunshine+shoes+medical+supplies+retail/@33.9662494,-79.7485481,17z/data=!3m1!4b1!4m5!3m4!1s0x88ff8b57fc955995:0x1b4c16429d50fc6f!8m2!3d33.9662252!4d-79.7485248?hl=en","33.966225","-79.748525","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:10","","","","","18434077396","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
SNAP/EBT","4.95","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98779","213452","Jack's Highway 9 Party Shop","Lancaster","South Carolina","29720","2190 Pageland Hwy","","https://www.google.com/maps/place/Jack's+Highway+9+Party+Shop/@34.7214171,-80.713265,17z/data=!3m1!4b1!4m5!3m4!1s0x8855d0d0e478ce2d:0x7ec9d1c95229248c!8m2!3d34.7214171!4d-80.713265?hl=en","34.721417","-80.713265","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:15","","","","","18032839718","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
SNAP/EBT","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98776","213449","CATAWBA EXPRESS","Catawba","South Carolina","29704","5595 SC-5","","https://www.google.com/maps/place/CATAWBA+EXPRESS/@34.8553756,-80.8878546,17z/data=!3m1!4b1!4m5!3m4!1s0x88568b0d35681acb:0x6021efde13edcfb0!8m2!3d34.8553996!4d-80.8878257?hl=en","34.8554","-80.887826","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:8","","","","","18033664405","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit","","","","","","","08:00 AM - 08:00 PM","","04:00 AM - 09:00 PM","04:00 AM - 09:00 PM","04:00 AM - 09:00 PM","04:00 AM - 09:00 PM","06:00 AM - 09:00 PM",""
"98775","213448","Breakers","Florence","South Carolina","29501","1311 W Lucas St","","https://www.google.com/maps/place/Breakers/@34.2226624,-79.7898873,17z/data=!3m1!4b1!4m5!3m4!1s0x88556653d1b9c32d:0xba414d022ff685c5!8m2!3d34.2226624!4d-79.7898873?hl=en","34.222662","-79.789887","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","18436697236","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","https://www.google.com/maps/place/Shell/@34.2228112,-79.790305,19z/data=!4m5!3m4!1s0x88556653d0a109b1:0xaebd45feafbd2ff9!8m2!3d34.2225129!4d-79.7899064?hl=en"
"98774","213447","Marathon Food Plaza","Pageland","South Carolina","29728","706 E McGregor St","","https://www.google.com/maps/place/Marathon+Food+Plaza/@34.7735726,-80.3817328,17z/data=!3m1!4b1!4m5!3m4!1s0x8855b46959780e4d:0x7372b350e58c46dd!8m2!3d34.7735726!4d-80.3817328?hl=en","34.773573","-80.381733","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:18","","","","","18436726606","","","http://marathon.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit","","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98773","213446","ATM (Wilco Hess)","Columbia","North Carolina","27925","883 US-64","","https://www.google.com/maps/place/ATM+(Wilco+Hess)/@35.919154,-76.2369358,17z/data=!3m1!4b1!4m5!3m4!1s0x89a570c09be1a7c3:0x7393499c43890dba!8m2!3d35.919154!4d-76.2369358?hl=en","35.919154","-76.236936","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","","","","","","","","","","","","","","","","","","","https://www.google.com/maps/place/Shell/@35.9187581,-76.238144,18z/data=!4m5!3m4!1s0x89a571fe5507c387:0x4dc16c8316d1c3fd!8m2!3d35.919153!4d-76.239443?hl=en"
"98772","213445","Han-Dee Hugo's 21","Winnabow","North Carolina","28479","6170 Ocean Hwy E","","https://www.google.com/maps/place/Han-Dee+Hugo's+21/@34.1317378,-78.0966617,17z/data=!3m1!4b1!4m5!3m4!1s0x89aa1a972780acf1:0xa7aab377179e53ba!8m2!3d34.1317378!4d-78.0966617?hl=en","34.131738","-78.096662","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:20","","","","","19102536215","","","http://hhugos.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit
NFC mobile payments
SNAP/EBT","","","","","","","04:00 AM - 02:00 AM","","04:00 AM - 02:00 AM","04:00 AM - 02:00 AM","04:00 AM - 02:00 AM","04:00 AM - 02:00 AM","04:00 AM - 02:00 AM",""
"98771","213444","Sun-Do Kwik Shop","Evergreen","North Carolina","28438","1031 Old Boardman Rd","","https://www.google.com/maps/place/Sun-Do+Kwik+Shop/@34.437573,-78.950417,17z/data=!3m1!4b1!4m5!3m4!1s0x89aaebe80eac66b7:0xfc690806b50d0d4f!8m2!3d34.437573!4d-78.950417?hl=en","34.437573","-78.950417","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:8","","","","","19107381110","","","http://edan.io","","5.03","","","","","","05:00 AM - 11:45 PM","","05:00 AM - 11:45 PM","05:00 AM - 11:45 PM","05:00 AM - 11:45 PM","05:00 AM - 11:45 PM","05:00 AM - 11:45 PM",""
"98770","213443","bp","Laurel Hill","North Carolina","28351","9801 Andrew Jackson Hwy","","https://www.google.com/maps/place/bp/@34.8066323,-79.5429572,17z/data=!3m1!4b1!4m5!3m4!1s0x8854d79e0c34214f:0x498db40005ee9824!8m2!3d34.8065979!4d-79.5429946?hl=en","34.806598","-79.542995","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:4","","","","","19104622082","","","http://map.bp.com","","4.9","","","","","","07:00 AM - 11:00 PM","","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM","06:00 AM - 11:00 PM","07:00 AM - 11:00 PM",""
"98769","213442","bp","Delco","North Carolina","28436","27157 Andrew Jackson Hwy E","","https://www.google.com/maps/place/bp/@34.3090874,-78.2000951,17z/data=!3m1!4b1!4m5!3m4!1s0x89aa3de1b73fc869:0xb915207a22a98510!8m2!3d34.3090874!4d-78.2000951?hl=en","34.309087","-78.200095","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:20","","","","","19106553548","","","http://map.bp.com","","4.76","","","","","","","","","","","","",""
"98768","213441","Sun Do 🏣","Maxton, NC","North Carolina","28364","1358 Cabinet Shop Rd","","https://www.google.com/maps/place/Sun+Do+%F0%9F%8F%A3/@34.6779892,-79.2762396,17z/data=!3m1!4b1!4m5!3m4!1s0x89aad6971a9bb09d:0xff60f1a28720ab5e!8m2!3d34.6779892!4d-79.2762396?hl=en","34.677989","-79.27624","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:26","","","","","19105214301","","","","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Quick visit
SNAP/EBT","4.78","","","","","","06:00 AM - 12:00 AM","06:00 AM - 12:00 AM","06:00 AM - 12:00 AM","06:00 AM - 12:00 AM","06:00 AM - 12:00 AM","06:00 AM - 12:00 AM","06:00 AM - 12:00 AM","https://www.google.com/maps/place/SUN+DO/@34.6780753,-79.2764343,18z/data=!4m5!3m4!1s0x0:0x7df8a251e73d7271!8m2!3d34.677666!4d-79.2763178?hl=en"
"98767","213440","Shell","Wilmington","North Carolina","28405","906 N 23rd St","","https://www.google.com/maps/place/Shell/@34.249894,-77.9198574,17z/data=!3m1!4b1!4m5!3m4!1s0x89a9f55baf869927:0x8b33199e448e42cb!8m2!3d34.2498934!4d-77.9198204?hl=en","34.249893","-77.91982","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:7","","","","","19107621563","","","http://find.shell.com","","4.96","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98765","213438","Liberty","Lumber Bridge","North Carolina","28357","NC-71","","https://www.google.com/maps/place/Liberty/@34.8693874,-79.1018807,17z/data=!3m1!4b1!4m5!3m4!1s0x89ab2364f9f07e2d:0xa8e427f9a78cd276!8m2!3d34.8693874!4d-79.1018807?hl=en","34.869387","-79.101881","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:8","","","","","","","","","","","","","","","","","","","","","","",""
"98764","213437","Marathon Gas","St Pauls","North Carolina","28384","940 W Broad St","","https://www.google.com/maps/place/Marathon+Gas/@34.810431,-78.9845174,17z/data=!3m1!4b1!4m5!3m4!1s0x89ab18d171847d09:0x8b83861396e8b085!8m2!3d34.810418!4d-78.984499?hl=en","34.810418","-78.984499","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:20","","","","","19108652277","","","","","5.4","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98763","213436","ATM (Wilco Hess)","Aberdeen","North Carolina","28315","1760 NC-5","","https://www.google.com/maps/place/ATM+(Wilco+Hess)/@35.161869,-79.472003,17z/data=!3m1!4b1!4m5!3m4!1s0x8854b420240914bf:0x3c4224668fab64e5!8m2!3d35.1618691!4d-79.4719954?hl=en","35.161869","-79.471995","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly","","","","","","","","","","","","","","","","","","","","","","",""
"98762","213435","Johnson Corner Grill","Currie","North Carolina","28435","9031 US-421","","https://www.google.com/maps/place/Johnson+Corner+Grill/@34.4575536,-78.0506421,17z/data=!3m1!4b1!4m5!3m4!1s0x89aa2f64661b1b9f:0xe6d565d95ffcb3af!8m2!3d34.4575591!4d-78.0505743?hl=en","34.457559","-78.050574","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:10","","","","","19102594367","","","http://facebook.com","In-store shopping
Delivery
Wheelchair accessible entrance
Wheelchair accessible parking lot
Public restroom
Quick visit","","","","","","","07:00 AM - 07:00 PM","","05:00 AM - 08:00 PM","05:00 AM - 08:00 PM","05:00 AM - 08:00 PM","05:00 AM - 08:00 PM","05:00 AM - 08:00 PM",""
"98761","213434","Exxon","Rocky Point","North Carolina","28457","13493 State Hwy 210","","https://www.google.com/maps/place/Exxon/@34.440134,-77.877472,17z/data=!3m1!4b1!4m5!3m4!1s0x89a9862c1083d7ad:0x32c7fef345fd264b!8m2!3d34.440134!4d-77.877472?hl=en","34.440134","-77.877472","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:15","","","","","19106027667","","","http://exxon.com","","5","","","","","","Open 24 hours","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours",""
"98760","213433","Muncheez Express","Raeford","North Carolina","28376","5609 Fayetteville Rd","","https://www.google.com/maps/place/Muncheez+Express/@35.0143083,-79.1594189,17z/data=!3m1!4b1!4m5!3m4!1s0x89ab39a1e5a1a86b:0x5dd85577f05b9965!8m2!3d35.0143083!4d-79.1594189?hl=en","35.014308","-79.159419","Truck Stops","Local Truck Stops","Restroom,Vending,Wi-Fi,Pet friendly,Parking spots:10","","","","","19109040321","","","","","","","","","","","08:00 AM - 09:00 PM","","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM","06:00 AM - 10:00 PM",""
